"the app itself is a convenient learning tool, and i enjoy having a cup of coffee while learning a new language every day!",0
"â­ðŸ¦‰duolingo, in my opinion and experience, ist the number one app for learning for example german.",0
"eventough, that's something we can fix with premium!",0
and i'm considering it.,0
this app is total worth it!,0
4'5/5!!,0
!â­ love ðŸ’–,0
i got this app to learn japanese so i could eventally play japanese games without google translate.,0
"the first couple lessons were focused mainly on a small set of characters and the sounds they made, with one or two simple words tossed in.",0
"the next two lessons also have new characters in it, however are mostly focused on words, and not the new characters.",0
i can't learn with those.,0
it is very easy and fun at first.,0
i have been stuck for days on a level because of this.,0
it can be frustrating and rewarding at the same time.,0
wonderful to be able to access language learning at home and at a time to suit your own convenience.,0
"but still, a great app.",0
heather,0
i downloaded to learn mandarin.,0
it's good.,0
i've learnt numbers and greetings.,0
"for example i could recognise the numbers and match them to the characters and which were what numbers, but found it hard to just count to 10 on my own.",0
however a lot of practising helps,0
"this is really fun to use, while it is useful as well.",0
overall pretty good,0
as a virtual beginner it has given me a good start.,0
i find i can now read french somewhat but have some difficulty with understanding speech at normal pace.,0
slow speech i can deal with.,0
as a brit i have had to also learn american english.,1
but that's fine.,0
duolingo is an amazing app for learning a new language!,0
there is nothing i dislike about the app.,0
the only problem i've come across is this weird glitch.,1
it may be a server thing.,0
"but besides that, this app is definitely worth your time!",0
i highly recommend it.,0
a pleasure to use and fun at the same time.,0
the leagues make it a bit more competitive and motivational if you need it and the comments system allows you to learn from others as well.,2
quite addictive once you move up the leagues.,0
4 stars :),0
duolingo is a great app for casual and on the go people who want to learn a new language.,0
"i think that the home screen with lessons is clear, and it is easy to switch between language courses.",2
"its built to teach both beginners and pros, and its smart to let the learner replay lessons that they previously completed.",2
the app is better with uncommon languages.,0
"it's a fun app, and addictive.",0
worth checking out at any rate.,0
this app is really great for beginners to learn new languages but that is also its limit.,0
what's really good about this app is the fact that it's free.,2
"you have a 5 heart system that if you lose all your hearts, then you either buy duolingo plus or you can take more practice, to earn 1 heart back.",0
the practice tests are unlimited giving you a truly free experience while also encouraging you to practice your language more.,0
"duolingo is a great language learning app, but it's not perfect.",0
"any assistance to resolve this issue would be greatly appreciated, danke schoen!",0
"duolingo is a very nice, efficient app for learning languages, which has become a hobby for me now.",0
"something happened, though, and unfortunately i can't give my full 5 stars.",0
"i took a test to advance through a lesson which i already know enough about, which i had to use 5 lingots for.",0
can something be done about this?,0
i love this app!,0
"i'm learning latin, because as a writer, it's something that i've always wanted to do.",0
"duolingo is terrific for folks like me, who instinctively ""get"" language and how it's structured.",0
that's it.,0
the hardest thing about duolingo for me is slowing down so i don't get too frustrated - but that's completely on me.,0
makes it fun to learn another language i did not give 5 stars as i feel that there still room for improvement.,0
this is really a handy little app to help teach you language basics.,0
easy to get the hang of.,0
quick to introduce higher level content.,0
in the free app you have 5 mistakes before you have to wait 4 hours to move on.,1
paid app there isn't a counter.,0
"paid app offers offline content, free app doesn't.",0
this is a solid app for getting an introduction to just about any language.,0
i like to practice with this app for a couple of months before i go an international trip so that i'm not completely lost when i arrive.,0
i gave it 4 stars because there are bugs from time to time.,0
"otherwise, i think this is a great and useful app",0
this app has been really good at giving some basic lessons.,0
other than that i've found this app really useful at learning some key vocab and sentences.,0
it's a great way to keep your mind active and learn another language.,0
there is room for improvement though.,0
"but i do love the format, ease of use, tracking of progress and my vocabulary is growing.",0
thank you!,0
"really helpful overall, with a few issues.",0
"i'm doing the japanese lessons, and there a couple of things other users have mentioned as not quite correct.",0
"as long as you do the research on your own, you can figure these issues out.",0
"overall, fun and useful!",0
this app is a great way to learn how the speak in a different language.,0
my only problem is that if you take a break off the app then when you come back you might not remember alot of the translations.,0
i tell you it is worth the paid version i was frustrated with the free version i love this app it has really helped me expand my vocabulary and understand verbs the only reason why it's not five stars is because i'm not that great at spanish yet lol and i think it would be nice to have practice conversations somehow in the app not just random things like your cat is pretty.,0
this is a good app .,0
for example a certificate which you could print off to remind yourself of how far you have progressed in your study.,0
i really like this app!,0
a great app overall!,0
"it's good, but lacks some needed features.",0
fun intuitive learning experience.,0
"some errors in the french learning module, however, that (according to question-specific message boards) have been outstanding for years, i.e.",1
therefore i personally almost always get the first try of those wrong.,0
i had no problem with this app until i upgraded it to the latest version.,1
how can i solve it?,0
a great way to learn a language!,0
easy to use and fun too.,0
it isn't fun having to put up with that nonsense.,0
i've been using this application and all was great since last week.,0
"very helpful to hear and see at same time, fast and slow speeds .",2
"encouraging to succeed, that is built into the app, so helps you continue trying language.. but quite clunky program.",0
but grateful for access.,0
great tool for language practice on the go.,0
it's perfect for learning languages.,0
although that would probably be more difficult to teach with how this app is set up.,0
i love this app.,0
it allows me to continue to practice and use the language that i learned without having a native speaker to speak with.,0
excellent app to enhance learning.,0
and what they mean.,0
i mix them up to much.,0
i've to close the app and open it again to fix it and sometimes it still doesn't work.,0
i hope you will fix this soon,0
stay focused and keep with it.,0
then i can not complete the courseðŸ˜,0
"while the introduction of the health system first ruined this app, its worst consequences were now fixed and you can regain hearts by solving more difficult lessons.",1
that's actually a good solution.,0
