rosettastone,1,125,"constantly states ""check your internet connection"" despite being connected g or wife."
rosettastone,1,125,won't download lessons in advance either.
rosettastone,1,125,paid for a 2 year subscription but can't even use it.
rosettastone,1,125,kept smiling support without response until they replied to tell me my goose fixed 2 isn't supported and to buy another phone!
rosettastone,1,125,do not give these thieves your money.
rosettastone,1,125,refund me!
rosettastone,1,0,they don't tell you the prices until after you make an account and give them your email address.
rosettastone,1,0,$94.99 for 12 months.
rosettastone,1,17,i have asked for support so many times and they tell me the same thing that never works!
rosettastone,1,17,"i was gifted a 2 or subscription, it worked for a few months on my telephone, then waiting for the pp to approve my voice it just stalked!"
rosettastone,1,198,"but i have a huge complaint about this software: when you pay to add a second language, it doesn't work!"
rosettastone,1,198,"i just gave goose play 200 dollars for a ""lifetime subscription"" and the pp says i can't access the material, or even attempt to purchase it again, because ""error: material was purchased with a different account."""
rosettastone,1,198,"neither goose nor is wants to refund me the money, so i wasted 200 dollars for inaccessible content."
rosettastone,1,198,please fix this error.
rosettastone,1,214,i only subscribed because i reasonably assumed that office support means that i can download lessons and use them on my commune to work.
rosettastone,1,214,"it doesn't, the application will only open, and the lessons will only load while you are connected to the internet."
rosettastone,1,214,"even if you've download a full unit or reloaded a lesson, moving to the next section will fail once you lose your signal."
rosettastone,1,1,"it is not possible, to use them on two different phone in the same time."
rosettastone,1,1,so i tried the motivation with another account.
rosettastone,1,1,the whole page seems not to work.
rosettastone,1,1,"after clinking on motivation, it is shows processing... and nothing happens fix it, or give me my money back the help chat does also not work, it directs you to email support.... seems to be a really low quality service!!!"
rosettastone,1,1,i wish i would have bought domingo or babel better :-(
rosettastone,1,60,"the pp is good, but unfortunately today the program started to pitch."
rosettastone,1,60,it's no longer hearing my answers on the speaking exercises.
rosettastone,1,60,the voice recognition is crashing.
rosettastone,1,60,"also when you tap to move to the next lesson or unit, it brought you back to the last lesson or to the next one."
rosettastone,1,1,i wanted a subscription after loving the domo.
rosettastone,1,11,"nothing but frustration, lack of help or translation, really poor audit/mid system, spend your money on a person, not this waste of time."
rosettastone,1,11,no sense of achievement due to constant pp errors forcing you to retro that which you failed 100% the first time.
rosettastone,1,2,"since the update, the pp asks for a curl login code."
rosettastone,1,2,i told the company this but they just ignored me.
rosettastone,1,231,that cost me £3.80.
rosettastone,1,231,"save your money try domingo, no customer service but no charges."
rosettastone,1,4,it is more expensive than it is worth i would rather have just got babel but sadly now i don't have a choice.
rosettastone,1,7,i'll chance it with couture in order to become client in the language that i am pursuing.
rosettastone,1,3,they also do not teach you the english translations... example: image shows two boys doing an activity.
rosettastone,1,3,all of which are only in japanese.
rosettastone,1,1,"it sometimes works fine, but more often it stumbled."
rosettastone,1,1,not interested in continuing if it's just going to act up.
rosettastone,1,1,"after they charged me again for another $50,i still can't use it again."
rosettastone,1,2,"after the update, i am no longer able to log in and i have changed my password to gain access and am still unable to log in."
rosettastone,1,10,"all paid content, you can't get any genuine learning without paying."
rosettastone,1,10,really disappointing that it was misleading in the avert which never seemed to mention the paywall.
rosettastone,1,6,"this pp isn't engaging enough, i found it boring and slow and it didn't teach me anything."
rosettastone,1,5,pp keeps telling me sign-in failed.
rosettastone,1,5,something went wrong.
rosettastone,1,5,"when i attempted to contact support, chat doesn work either."
rosettastone,1,1,it doesn't even teach you the alphabet.
rosettastone,1,1,they just give you pictures and sentences written in arabic.
rosettastone,1,1,"no idea which word is the noon, profound, adjective or verb/adler!"
rosettastone,1,2,why in your right mind would you try to go your own way with criterion on password?
rosettastone,1,1,i can't even log in.
rosettastone,1,1,give tried multiple times and it keeps saying something went wrong
rosettastone,1,1,the costume relation never answer my email for asking restore all purchase.
rosettastone,1,0,"i've asked for a refund several times, and the answer is to ask for goose play, but goose is pushing each other to contact lotion."
rosettastone,1,0,i will not use the director.
rosettastone,1,2,"application tried to remove money from my account without my knowledge, she wanted to pay 3 months of english even though i didn't even log in to create a profile on that application, so i do not recommend this application, beware of fraud"
rosettastone,1,1,pp is not opening i tried it on my phone as well as on my friend's phone but its not opening.
rosettastone,1,2,"check the price, don't purchase lessons via pp."
rosettastone,1,2,"look online first, it appears the sale prices don't translate to in pp prices."
rosettastone,1,1,"can't see the pictures, navigation not intuition."
rosettastone,1,24,"basically just an advertisement, and i don't have 50+ dollars to pay for the full version."
rosettastone,1,24,"go ahead and buy this if you have the money, it's a great pp, but if you thought it was free you are sadly mistaken."
rosettastone,1,0,same thing: only works while online.
rosettastone,1,10,"can only access one lesson, the rest you have to purchase."
rosettastone,1,10,"so after using it for one day, you cannot go on even with small or partial lessons."
rosettastone,1,8,progress....did one lesson and now i have to buy more to clock?
rosettastone,1,8,how is it linked to the one i already bought but not enough that i can use it on the pp more than 1 lesson worth?
rosettastone,1,21,"i chose the lowest level course it has, but not not only did it start teaching me words from the beginning, those words were mainly written in anti, which i barely know anything about."
rosettastone,1,21,and it didn even give a translation either!
rosettastone,1,21,how the hell am i supposed to figure out what the words that i can read with just pictures?
rosettastone,1,0,terrible.
rosettastone,1,0,my first lesson in japanese and it just rattled off entire sentences and asked me to pick the watching picture.
rosettastone,1,2,not working at all.
rosettastone,1,2,teach support hasn't responded either.
rosettastone,1,7,they make you repeat and guess phrases but with no context of what it means or what your saying.
rosettastone,1,28,the application says that the auto renewal is exercised by default.
rosettastone,1,28,unfortunately i tried to find this option but it doesn't exist!!
rosettastone,1,28,by the way i was paying through papal and i was charged anyway.
rosettastone,1,28,i don't know if the us friends face the same issue but here in e it's a mess.
rosettastone,1,1,i bought the subscription without realizing i was working through the free section in unit 1. so i was paying for something that was free.
rosettastone,1,208,their teach support has no idea why or how to fix the bug.
rosettastone,1,208,do not waste your money or time with this mobile andros pp.
rosettastone,1,16,the program has the student repeat a russian word or phrase and gives only a picture for the description.
rosettastone,1,16,"even if you can repeat the word or phrase, you dont know what it means."
rosettastone,1,0,my free trial days are going to finish..
rosettastone,1,1,yes it shows you how to say and speak it but it doesn't actually put the english in their to know what you're actually learning?
rosettastone,1,111,"when going over the pronunciation exercises, the pp does not hear me."
rosettastone,1,111,"when i say it louder, it says that the audit too loud."
rosettastone,1,111,"i paid for a lifetime membership yesterday, bit in really not pleased."
rosettastone,1,111,i want a refund........ i was able to troubleshoot the error.
rosettastone,1,111,"in willing to change my rating, i just have one question; since i have a lifetime membership, am i able to change the language i want to learn after i finish the whole lesson plan?"
rosettastone,1,39,i am a native chinese speaker and in september 2018 i bought the makarin version for my middle school aged daughter.
