that would make it more challenging and more like learning a language in the real world.,0
streamlined interface.,0
adjective features.,0
i'm also ambivalent that one can get perfect scores with very floppy studying.,0
they're more option online which is convenient if you have the time.,0
"i am using it for japanese and i have only found one translation errors ""excuse me, i am an apple.""",0
unless that's a popular saying in japan?,0
other then that i work on it two hours a day and repeat a lot of the lessons and i think it's great of˜Š,0
domingo is a great pp to learn languages but it is not complete so you don't find every language you are looking for.,0
otherwise it is really great and if didn't have these issues i would give a five star.,0
i pay and subscribe so that tells you quite a lot.,0
"...... please bring back those features""",0
i dislike the all or nothing feeling.,0
get flexible please.,0
my internet and data both work fine.,0
and everytime i finish a lesson it changes what level i'm on.,0
i'm making no progress.,0
"update: as soon as i wrote the previous comment the pp changed to an is like environment, don't know how, i didn't download an update and i don't let the device do it on its own!",0
"so... very strange, right?",0
great pp.,0
i am learning german.,0
edit : i am having issues with my pp recently.,0
everything was good until a couple of days ago before i updated the pp to the latest version.,0
left pp alone for 13 hours thinking i would have almost 3 hearts to practice with but i only had one.,0
"i've used this pp before and it was pretty good, but i got a new phone and had to download the pp.",0
tried downloading it again and it's still not working.,0
i have the pp and the issue is not solved in the latest update.,0
my review is for the mobile version alone.,0
it is conceptual good and can teach the basis at the very least.,0
when i first started i was learning but as things got rougher i started struggling to understand why certain phrases are used and why.,0
when you're struggling to learn and it shows you're competing against other people you dont know and you drop 10-15 places it kills the moral of learning .,0
the pp just wasn't what i was hoping for.,0
"when i growled a way to speak to a fellow japanese student, the answer presented by domingo was ""you can, however, click on someone's name/icon to go to their profile (or ""stream"" as domingo calls it) and post a message to them there.""",0
this statement is false.,0
this makes me disappointed in learning foreign language.,0
so far so good with the learning.,0
i understand that the free version will serve me as and i'm quite happy to see them.,0
product search history from shopping apes).,0
that is super creep.,0
which makes it awful!,0
i wish u guns could fix it!,0
i only figure it out by elimination.,0
"after introducing ""refreshing"" courses, i find that most of my limited time i spend on the pp is used retreating the same categories over and over, plateauing my progress.",0
"not bad, but i prefer to use a computer.",0
mainly because i cannot see my assignment to gage how much i have left to do for my weekly german homework.,0
this pp was absolutely amazing when i first started it.,0
"i'm the type of person to need those extra lessons because without them, i won't know when i should move on and i get lost.",0
"it discouraged me so much, and i haven't touched the pp in weeks.",0
i'm seriously hoping they change it back.,0
i love this pp.,0
i'm using the pp to learn japanese and irish.,0
i couldn't understand the grammar rules for irish.,0
thankful someone in the comments posted it.,0
that's really disappointing.,0
love the pp because it's easy to use in my busy life.,0
"i like this pp however, i don't know if it was helpful at teaching me basis like numbers and how to conjugal a verb.",0
i can access them on the webster version of domingo.,0
it would be very nice to add them on the pp swell.,0
it makes it very hard to study without them.,0
"for a free platform, it's not bad.",0
i was using the pp both on is and andros an i have to say that being punished for my mistakes in the is pp made me uncomfortable all the time.,0
now i'm really thinking to delete the pp!,0
could you pus tell me what are your intentions with this health/hearts system?,0
"after that you either can complete practice rounds to regain ""health"" or buy them with points.",0
very annoying.,0
"also, most aspects of the language grammar are not explained.",0
this pp is easy to use and helps with memorization.,0
and you can turn off the speaking and listening features.,0
"this makes failure impossible to avoid when you are supposed to translate what you hear, and you can't even hear anything.",0
this makes you fail lessons and interrupt the otherwise enjoyable learning experience in an annoying way.,0
a 5 star pp without this issue.,0
this pp has bags that do not allow you to click on the correct response.,0
