duolingo,1,1,i only knew this from other sources.
duolingo,1,1,i only knew this from other sources.
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,27,are you bidding me?!?!
duolingo,1,4,"can't attach screenshots, which is mandatory."
duolingo,1,4,"can't attach screenshots, which is mandatory."
duolingo,1,4,"can't attach screenshots, which is mandatory."
duolingo,1,4,"can't attach screenshots, which is mandatory."
duolingo,1,4,"can't attach screenshots, which is mandatory."
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,6,suddenly it wants me to translate words and short sentences that i haven't seen before.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
duolingo,1,498,great for being exposed to new words quickly but that's also it's biggest weakness.
