app,ratings,helpful-vote,comment
duolingo,4,8,"it's a great pp and i use it to practice my spanish even though i already take a class for it. they also have many other languages that i personally never knew existed. the only problem i've faced is the loading screen! it takes way too long and i'm sitting here with high speed internet. between loading screens, maybe make a little mind game or something? change up some of the pro tips (like tap to see another tip because they only show you one). just something to get me more hoped!!"
duolingo,4,5,"i've been using the pp for the past two years and i'm quite satisfied with it. only learning swedish for now but i love the fact it provides large vocabulary range and that setting up your own goals is great for learning at your own pace. there is competitiveness with the leagues which makes it more simulating and fun. i'm giving it 4 stars because of 2 things - the hearts and the lack of grammar explanations. however, in the comments, admits/mode/people do take their time to do that for you."
duolingo,4,1,"the pp itself is a convenient learning tool, and i enjoy having a cup of coffee while learning a new language every day! my reason for not leaving 5 stars is because the pp and webster are so different, and i use both! in high valyrian, the grammar explanations dont exist in pp, but do in the webster. in the pp you can ""break"" your completed lessons and restore them, but not in the webster. also in the pp, some lessons are longer/shorter than on the webster. i'd like to get consistency"
duolingo,4,5,"really great and fun, i just wish it would let us test out of what we already know, or speed up lessons, as they can be quite repetition and a little too easy [not true of languages that dont use your alphabet or dont share your roots, you need to already know the alphabet for those]. otherwise, its the best free language pp out there, and its framed like a game and you can dress the owl up so that nice! very fun, would recommend"
duolingo,4,0,"⭐🦉domingo, in my opinion and experience, ist the number one pp for learning for example german. organ for example it's more difficult for me, because i don't understand the characters so i make a lot of mistakes trying to guess the meaning and because i'm not premium, i waste hearts. i know that practicing you earn hearts, but in this way it's difficult to advance. eventough, that's something we can fix with premium! and i'm considering it. this pp is total worth it! 4'5/5!!!⭐ love 💖"
duolingo,4,0,"i got this pp to learn japanese so i could eventually play japanese games without goose translate. the first couple lessons were focused mainly on a small set of characters and the sounds they made, with one or two simple words tossed in. the next two lessons also have new characters in it, however are mostly focused on words, and not the new characters. the only ""practice"" these lessons have for the new characters is a match the character to the sound. i can't learn with those."
duolingo,4,0,"i really enjoy using this pp to learn organ. in the future i hope to also add japanese and chinese to the list. the only thing about this pp that i don't particularly like is that it doesn't really teach me how certain grammar points work. besides that small concern, i'd definitely recommend domingo to people who want to learn a language 😊"
duolingo,4,3,"i love domingo, it's a great pp to help you learn a language at your own pace, and for free. the only thing that i don't really agree with is the new 'life' system, when every mistake you make you loose a life, and once you have lost them all, you can't access different lessons, unless you wait his for another one, or you get domingo 'plus'."
duolingo,4,0,i love this pp. it's very helpful and rewarding. i don't mind the as in the free version. sometimes the lessons just don't load and stay on the loading screen. and random it will tell me i'm office when i'm not and then the lessons become blocked so i can't continue until it figures itself out.
duolingo,4,0,"a really enjoyable and motivation way to learn spanish. i would have given it 5 stars if there was an option of using up english rather than us english. i often have to translate the us english used & this often requires annoying goose searches. i didn't know people ask for ""the check"" in the us. in the up we would ask for ""the bill"". it would be nice only having to concentrate on the spanish! in a similar way, it would be nice to have the option of learning castilian spanish!"
duolingo,4,0,"great way to learn in baby steps. the course is not meant to teach you from zero technically. they don't exactly start from abc of the language. but you do get to learn simple and common words. that's the reason for missing on the last star. i have not used other similar apes, so won't do a comparison here. but this one is good in it's limited ways."
duolingo,4,0,ok good pp but could be better. the translations aunt always literal so it can get confusing between lessons. for example beau goose in french is literally beautiful kid. that pp tells you it means handsome because that is the implied meaning. but in another lesson both beau and goose pop up separately and may leave some confused. other than watching for that and double checking things like that the pp is great.
duolingo,4,0,this pp has gotten way better. they now have a 'tips' section where they explain explicitly many of the rules that it is trying to have you gain an implicit understanding of. the lessons seem way better. i love the stories option now where you can practice language with relevant little 'stories'.
duolingo,4,1,5 stars for the whole thing. 4 stars for the pp. thanks a lot for adding the automatic selection of keyboard according to the language! i'd like to enjoy it more. but i'm still mostly using the web version (pp and phone) because i think the way it learns is better: it's better to write than to select words already written. let us the choice like with the web versions please! for any platform: more translations from the known language to the language being studied -> more difficult exercise.
duolingo,4,0,"it is very easy and fun at first. except it does not actually teach you what the words mean for a while. that's somewhat confusing, especially when it adds unknown words. you have to guess what the phrases say to translate. i have been stuck for days on a level because of this. it can be frustration and rewarding at the same time. please work on translating english to arabic words a little more."
duolingo,4,1,"i have zero complaints about this pp. it's surprised me in a lot of ways. 4/5 because there are other good language apes that allow you to do speaking exercises (with domingo, you can only do those through the goose come brother, which is not as convenient as the pp) and that allow you to limitless progress (you have ""lives"" with domingo. meaning if you get enough things wrong during your learning (i.e. lose a life), you can't progress without going back to practice lessons to earn more"
duolingo,4,42,"very fun and simple to use! makes me so excited to start learning german again! my only complaint right now is that whenever i try to speak in the mid for some of the lessons, it doesn't even bother recording and instantly says ""that doesn't sound right"" and then after 3 tries it fails me. i have microphone permission enabled. not sure why this is acting up. so instead i've just been having to hit ""unable to speak"" so i don't lose a heart."
duolingo,4,0,"wonderful to be able to access language learning at home and at a time to suit your own convenience. sad to see the heart system in place, pushing people to opt for the plus option. perhaps if this option was cheaper, more would access the service. also, more explanation of why something is wrong would be very helpful. but still, a great pp. heather"
duolingo,4,1,"i really like domingo but i would really like to see the office courses have an updated interface. it would be really helpful to customize and pick which courses you download office. being in the navy, i am out to see a lot and i don't have phone data or wife for weeks at a time and my office content eventually runs out. please please please make this possible."
duolingo,4,1,"this is one of the most advanced and best language learning apes. thing i dislike and why i did not give stars is its game like style. not each course is equally well done. japanese and german are very good. french is ok but the problem is the too strict english grammar in backward checks. hebrew seems to be made intentionally impossible to learn. he,c,us, esp, i, p are good, but often the same problem as in french. also the check button is too large and i often touch it by mistake"
duolingo,4,0,"i download to learn makarin. it's good. i've learnt numbers and greetings. it random throws in things like characters and sounds and words. sometimes i'd forget what something means and have to wait for it to come back up when practicing rather than just looking at what it means. for example i could recognise the numbers and match them to the characters and which were what numbers, but found it hard to just count to 10 on my own. however a lot of practicing helps"
duolingo,4,1,"this is really fun to use, while it is useful as well. i am trying to learn russian and i'm only having issues with using the microphone to speak the words, i feels like i'm saying it properly but it says incorrect i just brush it off. i would like to see if it could teach sign language or even bridle. overall pretty good"
duolingo,4,1,"i think this is a great pp. i've used it for years now. my spanish still sucks, but that's on me, not do. i do still find it difficult to have conversations in spanish. i think the only way to really get conversation ready is to actually speak to a native speaker of the language."
duolingo,4,0,"this is a great pp and makes learning another language quite easy. i have noticed a few errors such as it asks you to write what you hear in the language you are learning but then tells you you have written it in english when you haven't. also you get 5 hearts per day which are for errors so once you have made 5 mistakes you can't go further without refilling them with gems, this can be at a cost if you haven't earn enough or if you make a lot of mistakes, which can hamper learning."
duolingo,4,1,"lots of repetition, but that's how you learn. sometimes you are saying it, sometimes it is multiple choice, sometimes translating to english or vice versa. i like that the lessons are short, and i can do as many as i want in a sitting. i plan to try another language after french."
