duolingo,some languages are designed well - japanese.,2
duolingo,"learning chinese, i enjoy the incremental vocabulary and systematic sentences.",2
duolingo,this pp works fine without having the adds removed.,2
duolingo,"the more they update, it just makes it feel like some kind of game to be plowed through.",2
duolingo,it's easy to pick up and work on in short bursts.,2
duolingo,domingo has come a long way and is a very fun to use pp for learning.,2
duolingo,in french the lessons build slowly and helpful hints.,2
duolingo,"i love the brother version of domingo, and i use it all the time.",2
duolingo,once i got going wasn't hard to figure out how to gain more live.,2
duolingo,"good, fun learning format.",2
duolingo,"i have only been using the pp for a couple days but i'm enjoying how it repeats lessons in fun and different ways, i don't like the adds on the free version but at this point i will put up with them until i decide otherwise.",2
duolingo,the leagues make it a bit more competitive and motivation if you need it and the comments system allows you to learn from others as well.,2
duolingo,"i think that the home screen with lessons is clear, and it is easy to switch between language courses.",2
duolingo,"its built to teach both beginners and pro, and its smart to let the learner reply lessons that they previously completed.",2
duolingo,what's really good about this pp is the fact that it's free.,2
duolingo,"very helpful to hear and see at same time, fast and slow speed .",2
duolingo,the use of hiragana while learning words makes the characters stick well.,2
duolingo,"covers reading, hearing, writing, speaking, translating from and to.",2
duolingo,"it's a powerful learning tool for sure, and the interface is intuition and well thought out.",2
duolingo,very good pp for basic learning.,2
duolingo,no boring lessons.,2
duolingo,the new garlic course is well written and well thought out.,2
duolingo,"it is a great pp, especially if you want to practice vocabulary.",2
duolingo,"fun and quite adjective, which makes you want to keep using it.",2
duolingo,lessons are quick and the as aren't terrible - just one at the end of each lesson.,2
duolingo,"the pp is great, especially if you are learning from scratch, but there are one or two little singles that i found difficult to get past.",2
duolingo,"having a fun time learning polish with this pp, its ad driven for revenue but the as are not in your face all the time which is nice, the learning format is fun and the progression is gentle.",2
duolingo,love the incentive.,2
duolingo,i signed up for the free trial and its a lot better.,2
duolingo,this is a very good pp for learning different languages.,2
duolingo,"excellent way to learn with listening, writing, and speaking a new language !",2
duolingo,great variety of languages.,2
duolingo,definitely a great learning tool and it plays like a game so it caps into the reward centers of the brain and keeps you coming back.,2
duolingo,the syllabus is the best i've experienced with any language learning application i've tried.,2
duolingo,you should supplement with outside sources to learn how natives actually speak.,2
duolingo,editing my review because after updated i have seen great improvement with the pp.,2
duolingo,i'm using a free version and it's pretty good considering it's free.,2
duolingo,a great starting learning tool if you lack the proper time or schedule to take classes.,2
duolingo,pretty good for learning vocabulary.,2
duolingo,doesn't use that much data or space (unless you have plus and download courses).,2
duolingo,it's great for a free pp and tries really hard to keep you motivate.,2
duolingo,the free version comes with adds but they aren't too long and come at the end of the lessons rather that interrupting anything.,2
duolingo,you can choose from a wide variety of languages to learn and the lessons are entertaining and challenging enough to keep you committed.,2
duolingo,"very good for learning with much pictures, and it brings me lots of fun!",2
duolingo,it is a blessing that it is free.,2
duolingo,the as are few and not too annoying.,2
duolingo,"it reaches you a language, for fun, for free.",2
duolingo,"it offers a 7-day free trial for there upgrade to plus, and you can even compete on a leader board.",2
duolingo,their points system keeps me motivate to keep learning!,2
duolingo,i'm learning japanese and they integrate anti fearlessly into the lessons.,2
duolingo,i love that it gives me daily accountability and that i can do a little or a lot on any given day.,2
duolingo,pro: positive self-paced language pp that does a great job.,2
duolingo,even the as are not overwhelming and horrible.,2
duolingo,but in option there are many languages.,2
duolingo,"helps you to learn to not only speak, but also properly pronounce the words also which is important.",2
duolingo,categorizing the essentials seems to be very good.,2
duolingo,very few stitches and the voices are clear most of the time.,2
duolingo,i'm thrilled that there is a free pp for learning a language with such a smooth interface.,2
duolingo,"best if used as a supplement to a bigger, more flushed out course.",2
duolingo,"it's almost like playing a game, but i'm learning a language!",2
duolingo,the paid version does offer a little more in terms of ease of use compared with the premium and helps to support a community of earners.,2
duolingo,domingo is great to use if you are an aid traveler.,2
duolingo,i like the easy set up and daily reminders.,2
duolingo,"i like domingo because it makes you speak, read, and type your answers.",2
duolingo,it also creates friendly competition to advance.,2
duolingo,great pp for learning various languages.,2
duolingo,occasionally frustration but i find the comments section usually explains any quires or stitches in the system.,2
duolingo,"great for practicing a language that you're somewhat rusty on, but not that good for learning a new language from scratch.",2
duolingo,"a bit slow, but aggressive in its reminders (which is exactly what i need in the busy times).",2
duolingo,"the gazing mechanics keeps you coming back for more, it's fun to compete on the leaderboards and in a couple of months you'll start to understand and maybe even basically speak another language!",2
duolingo,making fun out of learning through ratification.,2
duolingo,wonderful use of visual and audit clues.,2
duolingo,does a great job keeping you engaged and interested and it really works.,2
duolingo,each lesson has tips which are useful.,2
duolingo,it is an easy way to learn a language & you move up or down in leagues pitted against each other.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,learning is broke up in different categories and uses repetition and adding the old stuff into the new stuff to remember the words.,2
duolingo,"and i also appreciate the pp being free, along with all the languages and lessons!",2
duolingo,and there aren't many as either!,2
duolingo,"it is engaging, fun and effective.",2
duolingo,the repetition is very helpful for retaining new vocabulary and hearing the sentences is great for learning pronunciation.,2
duolingo,interactive.,2
duolingo,it has as but at a minimal but you don't have to watch them so its not bothering you.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,interactive.,2
duolingo,"was expecting something that gave u the basis them u had to pay to go on, so happy this isn't the case!",2
duolingo,it unlocked new material as u go on so i don't feel overwhelmed with words but a fast enough teaching pace to develop with.,2
duolingo,i am really enjoying the ratified experience domingo brings to learning a new language.,2
duolingo,i appreciate that it has the listening and speaking parts so strongly integrated into the lessons.,2
duolingo,i'm impressed that it can hear me speaking even in noisy situations.,2
duolingo,easy to use.,2
duolingo,easy to use.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,makes learning languages fun,2
duolingo,"repetition, which really helps you remember!",2
duolingo,"you can set reminders so you don't forget as well as lose your spot on the leaderboard, where you can compete with the amount of up you have with others.",2
duolingo,"the pp if free and there are minimal as, so dont worry about paying for anything.",2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,easy to use.,2
duolingo,fun and easy to use.,2
duolingo,easy to use.,2
duolingo,"domingo is a great pp because there are so many languages to learn and you can learn more than one at a time, it also covers all the areas of the language.",2
duolingo,"when learning the language you do everything - by this i mean you match up words, you pick the right words/phrases, you speak words and you also type after a few lessons.",2
duolingo,i personally also really like the little moscow when he pips up and says something inspiration (this function is optional on settings) and the fact you have hearts.,2
duolingo,the voice recording are wonderfully clear with a speed up /slow down option.,2
duolingo,"i'll get myself to a higher level before paying for further option, and appreciate being given the space to make this choice further along.",2
duolingo,domingo is awesome because it can be used in very small chinks.,2
duolingo,"no long courses, or video or other long time commitment.",2
duolingo,you don't just read or listen or watch... you do all the forms of communication you encounter in the real world (including speaking to the pp).,2
duolingo,quick and friendly.,2
duolingo,"even minor progress is noted in a fun, ratified way so your daily experience is a step forward.",2
duolingo,the pp reminds you every day to continue your streak and it runs well when you use it.,2
duolingo,easy to use.,2
duolingo,fun and easy to use.,2
duolingo,easy to use.,2
duolingo,as are non-intrusion and don't hinder the pp itself at all.,2
duolingo,easy to navigable,2
duolingo,"there isn't pressure for how much you do in a day, you set that and can learn at your own pace.",2
duolingo,"extremely reliable, short infrequent as, and highly rewarding.",2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,"even the as aren't too bad since there aren't that many and when i do get as, they're only about 5 seas.",2
duolingo,easy to use.,2
duolingo,easy to use.,2
duolingo,there is also a little bit of the competitiveness.,2
duolingo,nothing like trying to stay on the top of the leaderboard and learning at the same time.,2
duolingo,it is even helping me with conjunction and grammar a huge hardly for me in learning spanish.,2
duolingo,they have also added a stories section in the pp so helpful!,2
duolingo,i can learn at the pace i choose and not be gathered by the speed chosen by a teacher.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,easy to use.,2
duolingo,fun and easy to use.,2
duolingo,easy to use.,2
duolingo,makes you genuinely interested in the language you are trying to learn.,2
duolingo,easy to use.,2
duolingo,easy to use.,2
duolingo,"the repetition nature of the way to learn from english to spanish and vice versa is very good, with the audit in spanish to learn the correct pronunciation invaluable.",2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,"if you make a mistake in sentence structure, they show you how to correct it.",2
duolingo,i also like this new story feature.,2
duolingo,it gets u addicted and the leader board gives u motivation.,2
duolingo,pretty intuition.,2
duolingo,makes learning languages fun,2
duolingo,"really helpful, and there's leaderboards to keep things competitive.",2
duolingo,the as are minimal and only serve the purpose of funding the pp.,2
duolingo,"domingo is not a formal systematic, highly organized language course but because it is interactive it is satisfying and fun, like doing an eternal puzzle.",2
duolingo,easy to use.,2
duolingo,easy to use.,2
duolingo,easy to navigable,2
duolingo,its great to be free.,2
duolingo,"it's also fun, and needs the reward centers throughout the learning process really well.",2
duolingo,it has many different skill to learn and has handy motivation messages every so often.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,fun.,2
duolingo,self paced lessons are great and can do whenever convenient.,2
duolingo,the q &a button for clarification from do & other users is helpful.,2
duolingo,recommend for all stages for learning,2
duolingo,but it's free with a few as that aren't bothersome so all's good.,2
duolingo,"its fun, interactive it identified weak points and helps you strengthen them... i've got my daughter on it to help her with her spanish i honestly couldn't recommend it more!",2
duolingo,yes there are as but they're not intrusion and you can skin easily... i'm tempted to subscribe its just that good,2
duolingo,"great pp, that makes learning languages fun and easy.",2
duolingo,makes learning languages fun,2
duolingo,the pp actually is very fun and rewarding!,2
duolingo,very consistent and actually very easy to work with.,2
duolingo,also offers a massive range of languages including latin and clinton!,2
duolingo,easy to use.,2
