app,ratings,helpful-vote,comment
duolingo,5,241,"brilliant pp, only a few minutes a day, easy to fit into your day, very happy at how quickly i've been able to brush up on my french. very efficient way of learning... french to english translations, english to french, listening to french pronunciation, missing words and practicing tense. i know loads of people, young and older, who are trying the pp. huge language option. i like it that you can set up how many minutes a day i want to practise."
duolingo,5,56,"if you give it serious time (not 5 minutes a day like they advertise, but more like an hour or two daily), this learning method actually works well to get you started with a language. the gazing mechanics keeps you coming back for more, it's fun to compete on the leaderboards and in a couple of months you'll start to understand and maybe even basically speak another language!"
duolingo,5,25,"amazing learning tool for those who want to set a foundation for learning a language, me personally chose russian and i feel like i am learning a good amount, you just need to dedicate time and effort, i also recommend tiny cards and then follow the language you're learning to help practice and perfect the language of your choice. hopefully i will have russian killed in eventually. just need to put in the work. overall, great free pp and i love domingo!!!"
duolingo,5,1,"love this pp. i've tried at least a dozen others, and every one of them would only let you progress so far, or do so many lessons, before having to subscribe. i've been able to access everything i've worked towards, and had clot of fun doing it. i would, and have, recommend domingo to anyone looking to learn another language."
duolingo,5,0,"so far, so good. i am still in the beginning/into, so i dont know how much will be locked behind pay walls, but it's great to refresh basic spanish skill. the little owl us so cut and encouraging that even as an adult, i feel like i'm making progress. my only complaint would be that it is spain spanish, which is different from mexican spanish, but it's definitely a starting point."
duolingo,5,119,"fantastic! it's such a fun way to learn a language, i absolutely love the story telling addition and the little details everywhere. it works, i went from 0 french to pretty much somewhat proficient, and i still got a long way to go to finish the course! adds are very fairly placed and completely unobtrusive on the free version as well, thank you domingo! this is an pp clearly made by a developer who cares. russian, you're next ;) i just wish each lesson was a bit longer though."
duolingo,5,10,"a wonderful and revolutionary pp. making fun out of learning through ratification. wonderful use of visual and audit clues. does a great job keeping you engaged and interested and it really works. wonderful to use before to study up for trip abroad. where's the pp that makes learning history, path, or other subjects fun?! thank you for your service and helping those who commit to continuous learning and growth."
duolingo,5,6,"i am conversational in japanese. however, this domingo pp is teaching me words, phrases and some structure that is new to me in the language. also, i use this pp to learn the written language (anti). which i am really enjoying!! this pp is not just for beginners. those of us who speak the language can benefit as well. thank you domingo !"
duolingo,5,3,"this offers opportunities to learn in many different style. between needing to speak it, having to translate it both ways and needing to write what you hear. it build on top of itself at a good place incorporating words from past lesson and incorporating new words in an easy to understand concept. i am excited to use this pp to learn as i move to south florida and hope to become client by end of the year."
duolingo,5,3,"an excellent language pp. fun to use. each lesson has tips which are useful. lessons depend on the category chosen & can be phrases in your home language & the language you are learning, write what you have heard, speak the phrase or word, enter missing words, vocabulary. it is an easy way to learn a language & you move up or down in leagues pitted against each other. see which languages others are learning. complete as little or more daily or less frequently, easy to pick up again."
duolingo,5,11,"wonderful pp. makes learning a new language a since, even better than university and much cheaper! courses are $600 for 4 months while i paid $66 for 6 months and i learn on my own time. plus no exam! many different exercises to help you learn rules and lots of repetition to help memories the material. the pp makes it fun like a game. much easier to learn than babel. i speak 3 languages already and i plan on learning 2 more after this fourth one because the pp is so easy and fun."
duolingo,5,4,"great pp. i am learning spanish and it is really helping. i struggle with profound and this is really helping me. the lessons have a nice mix of reading, listening and writing. and the progression is nice and slow. i had to download a dual language keyboard so i do the writing properly. i can wait to go to spain and practice what i've learnt"
duolingo,5,4,the pp uses just the right amount of one's base language to get you started. then one hardly notices english even when you're doing a translation exercise. it has an element of multiple choice exercises. it can be very easy if one sticks to it and just demanding enough to make learning a language a pleasure. at one point it replaced solitary as my go to pp when on 20 minute bus rides my advice to all is to bite off what you can chew. chew it over by a little real world practise.
duolingo,5,2,"very nice pp! i'd like to point out a few suggestions i personally would like to experience in the future inside your pp: one is to be able to search for a word's meaning (you remember a word in german for example, but you're not sure about its meaning..), and second thing is to be able to see all the words you have learned so far, with its translation beside (all=all..) other than that, appreciate your work, useful pp! thank you!"
duolingo,5,8,"in all honesty the adds get annoying. but for a free pp, that genuinely reaches you the language and how to spell and pronounce things correctly. it is great. there really are no shortcuts and you have to stick with it. if you want to learn a language you can. this pp is great and makes it easy to get into your routine. just beware of the owl if you leave your modifications on. he will remind you. quick update: i wish it told you how many minutes and hours total you have been practicing."
duolingo,5,1,"best and most information language learning pp. i have been using it for a couple years to learn swahili. it has been improved over the years to be more user friendly and accurate to the languages they offer. i never get bored of it! the interface is fun and game-like, and you actually will be amazed at how much of your chosen language you begin to retain and grow client in! i would recommend dealing to anyone wishing to learn a language."
duolingo,5,1,"i am having fun regarding on learning a different language. it really uplifts the mood and makes a very efficient time killer. 5/5 even with the as, it's not a bother and some have like a benefit on the long run like extra gems. i won't say that a premium version is obsolete but rather i would like my language tutor to be as free as possible given the fact that different language materials and tutorials are scarce on the internet these day and age. wonderful pp thank you des!"
