purchased the plus subscription at the end of october 2019 for 6 months and paid upfront.,0
today when doing a lesson the new year promotion popped up and after closing it my plus subscription is no longer active.,1
i still have until the end of april but can't find a way to reinstate the plus features.,1
tried reporting it through the help centre but that has a bug too and i'm ubable to submit my request.,1
please help!,0
good and useful but still frustrating when it gives you red for obvious fatfingering.,0
"on languages with sound recognition exercises, it needs translations of the sound bits when they have meaning on their own.",0
that would help memorizing the characters.,0
this app isn't about learning anymore but a competition to stay in the league.,1
i try to learn for hours daily but i still get demoted and it's so frustrating.,1
i end up doing stories to stay in the league instead of learning.,1
it's frustrating.,0
i'll have to look for another app that is strictly for learning and not competing with imaginary people,1
never make learning process a competition.,1
one should learn slowly and with efficiency.,0
competing in leagues and striving to secure place in top 10 has been one of the worst experiences.,1
"and this new health system is freaking, people learn with mistakes and they should be let to do so.",1
i agree that it is one of the best platforms to learn a language but that doesn't mean you impose so many unnecessary things.,0
better duolingo changes the way of health and the leagues.,1
"it was very good at first, but now it does not play sounds and pronunciations an there is no support for this problem",1
unusable.,0
"towards the end of each lesson, there is a question with a fill in the blank.",0
a typing box or multiple choices don't show up at all and causes me to have to exit the lesson uncompleted.,0
"after the recent update, the pronunciation of the words and and sentences are gone.",1
i have to go on learning without sound and voice guide.,1
the app bothers me several times per day and they send me multiple emails per day to keep practicing.,1
i don't need to be harassed multiple times per day & i certainly don't need to justify or explain myself for not continuing to practice.,0
enough is enough.,0
"great app without hearts, but really sucks with them.",1
i had about 150 days without the hearts (lives).,0
then they showed up.,0
you get five lives a day and then you lose one for every simple mistake.,1
they justify the hearts by saying that you won't learn new material if you spend too much time on the app.,1
"this seems to be a flat out lie, because everything else is geared to making you want to spend more time learning, leagues, xp's, etc.",1
the paid version has unlimited lives = real reason.,0
"app asks, what language do you speak but it's not showing urdu neither i want to read text in urdu , i prefer english text but i have to select environment from those languages which i can't even read .. why we must have to choose our language while we installed english version of app there must be no restrictions on selecting language for environment as it can stay in english and user can learn any of your given language.",1
with latest update they shortened the number of lessons per level.,0
"while it makes it quicker to breeze through and collect crowns, you end up retaining far less of the content.",0
"previous version, if you didnt want to grind you could test out of a level.",0
that was better because users could move on when ready.,0
"now it is basically just a flash card game app, not a true language course.",1
i've canceled my subscription.,0
the heart feature they have added is useless - if it is my goal to learn a language in 3 months and i'm limited to 10 mistakes a day i'm not going to get very far!,1
"looks like people who have an old version of the app don't have this problem too, which is even more frustrating!",0
i love this app and the ethos of providing free languages to the masses.,0
"however, i hate the streaks and the leaderboard, i don't want to compete with others.",1
i want to learn at my own pace.,1
